Faction,Augmentation,RepRequired,CurrentPrice,Category,ValueDensity,AlsoUnlockedAtThisRepOrLess,CountAlsoUnlocked
The Black Hand,PC Direct-Neural Interface,375000,7500000000,Hacking; Reputation,1.01e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant,57
The Black Hand,Synfibril Muscle,437500,2250000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface,58
The Black Hand,PC Direct-Neural Interface Optimization Submodule,500000,9000000000,Hacking; Reputation,1.7e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle,59
The Black Hand,Neotra,562500,5750000000,Charisma; Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule,60
The Black Hand,Embedded Netburner Module Analyze Engine,625000,12000000000,Hacking,1.6e-07,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; OmniTek InfoLoad,62
The Black Hand,OmniTek InfoLoad,625000,5750000000,Hacking,7.2e-07,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine,62
The Black Hand,Synthetic Heart,750000,5750000000,Charisma; Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Graphene Bionic Legs Upgrade,64
The Black Hand,Graphene Bionic Legs Upgrade,750000,9000000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart,64
The Black Hand,NEMEAN Subdermal Weave,875000,6500000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart; Graphene Bionic Legs Upgrade; Xanipher,66
The Black Hand,Xanipher,875000,8500000000,Charisma; Combat; Hacking,4e-07,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave,66
The Black Hand,Embedded Netburner Module Core V2 Upgrade,1000000,9000000000,Hacking,6.3e-07,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Xanipher; Embedded Netburner Module Direct Memory Access Upgrade,68
The Black Hand,Embedded Netburner Module Direct Memory Access Upgrade,1000000,14000000000,Hacking,6e-07,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Xanipher; Embedded Netburner Module Core V2 Upgrade,68
The Black Hand,Graphene Bone Lacings,1125000,8500000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Xanipher; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; CordiARC Fusion Reactor,70
The Black Hand,CordiARC Fusion Reactor,1125000,10000000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Xanipher; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; Graphene Bone Lacings,70
The Black Hand,ECorp HVMind Implant,1500000,11000000000,Hacking,1.33e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Xanipher; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; Graphene Bone Lacings; CordiARC Fusion Reactor,71
The Black Hand,Graphene Bionic Spine Upgrade,1625000,12000000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Xanipher; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; Graphene Bone Lacings; CordiARC Fusion Reactor; ECorp HVMind Implant,72
